User ID,Height (cm),Weight (kg),Chest (cm),Waist (cm),Hip (cm),Age,Gender,Product ID,Category,Size Purchased,Fit Feedback,Return/Exchange Date,Reason for Return,Size Exchanged,Final Outcome,Cluster ID,Cluster Description,Brand ID,Generated Size Chart,Confidence Scores
4773,153,87,81,94,98,46,Male,117,Dresses,M,0,2023-07-25,Defective,S,Kept,C02,Petite,B03,"L: 0.93, XL: 0.86",High
4774,166,76,103,93,114,44,Male,138,Dresses,XS,0,2023-07-15,Incorrect Size,M,Kept,C03,Athletic Build,B02,"M: 0.95, L: 0.80",Low
4775,163,85,91,72,91,22,Female,190,Bottoms,XS,0,2023-07-15,N/A,S,Kept,C04,Tall and Athletic,B03,"XS: 0.90, S: 0.85",High
4776,163,72,96,76,112,20,Male,143,Tops,S,0,N/A,Defective,N/A,Returned,C04,Athletic Build,B03,"L: 0.93, XL: 0.86",High
4777,162,70,81,67,95,26,Female,140,Bottoms,L,1,2023-07-25,Incorrect Size,S,Returned,C03,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Medium
4778,156,62,107,85,94,34,Male,145,Tops,S,0,2023-07-20,Incorrect Size,XL,Kept,C03,Petite,B03,"L: 0.93, XL: 0.86",High
4779,164,86,96,68,87,38,Female,140,Tops,L,1,2023-07-30,Changed Mind,N/A,Kept,C01,Tall and Athletic,B01,"M: 0.95, L: 0.80",Medium
4780,168,75,100,91,103,27,Male,171,Dresses,S,0,2023-07-20,Incorrect Size,XL,Returned,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
4781,184,89,86,76,86,30,Female,188,Dresses,S,1,2023-07-20,Defective,XL,Kept,C03,Average Build,B03,"XS: 0.90, S: 0.85",Low
4782,166,56,85,72,101,21,Female,194,Tops,XS,0,2023-07-25,Incorrect Size,L,Returned,C03,Tall and Athletic,B02,"XS: 0.90, S: 0.85",Medium
4783,184,88,85,91,113,39,Female,190,Tops,L,0,2023-07-25,Incorrect Size,S,Kept,C01,Tall and Athletic,B03,"M: 0.95, L: 0.80",High
4784,168,71,101,87,86,47,Female,130,Dresses,S,1,2023-07-25,Incorrect Size,S,Kept,C04,Petite,B03,"M: 0.95, L: 0.80",High
4785,169,88,87,94,105,21,Male,135,Tops,M,0,N/A,Defective,S,Kept,C03,Average Build,B02,"XS: 0.90, S: 0.85",Low
4786,185,72,84,87,100,30,Female,166,Tops,XS,0,N/A,Incorrect Size,XL,Kept,C01,Average Build,B03,"M: 0.95, L: 0.80",Medium
4787,184,79,94,74,101,39,Female,144,Tops,XS,0,2023-07-30,Changed Mind,N/A,Returned,C03,Petite,B03,"M: 0.95, L: 0.80",Low
4788,181,67,105,90,94,47,Male,104,Bottoms,XS,1,2023-07-25,Defective,S,Kept,C02,Petite,B02,"S: 0.92, M: 0.87",Low
4789,189,67,86,87,88,36,Female,164,Tops,XS,0,2023-07-20,Changed Mind,S,Returned,C03,Tall and Athletic,B03,"S: 0.92, M: 0.87",Medium
4790,173,59,82,65,95,48,Female,105,Tops,S,1,2023-07-30,Changed Mind,N/A,Returned,C01,Petite,B04,"XS: 0.90, S: 0.85",High
4791,166,88,104,77,110,29,Female,148,Dresses,S,0,N/A,Defective,N/A,Kept,C04,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Medium
4792,156,79,89,71,110,24,Male,166,Dresses,XS,0,2023-07-15,Incorrect Size,S,Kept,C01,Athletic Build,B03,"M: 0.95, L: 0.80",Medium
4793,150,75,82,84,101,22,Male,195,Bottoms,S,0,2023-07-15,N/A,L,Kept,C01,Tall and Athletic,B02,"L: 0.93, XL: 0.86",High
4794,184,56,109,92,112,28,Male,127,Dresses,S,0,2023-07-30,Defective,S,Kept,C01,Petite,B02,"XS: 0.90, S: 0.85",High
4795,181,56,93,67,110,39,Male,124,Tops,L,0,N/A,Incorrect Size,S,Returned,C04,Petite,B04,"L: 0.93, XL: 0.86",Low
4796,185,54,101,93,108,41,Female,156,Bottoms,M,0,2023-07-30,Defective,XL,Kept,C04,Tall and Athletic,B02,"M: 0.95, L: 0.80",Low
4797,162,50,82,80,96,44,Female,145,Tops,L,1,N/A,Incorrect Size,M,Kept,C03,Athletic Build,B02,"L: 0.93, XL: 0.86",High
4798,155,67,80,76,105,21,Male,168,Tops,XL,1,2023-07-25,Incorrect Size,S,Returned,C01,Average Build,B02,"L: 0.93, XL: 0.86",High
4799,163,62,80,93,94,42,Female,128,Tops,L,1,2023-07-15,N/A,XL,Kept,C03,Athletic Build,B03,"S: 0.92, M: 0.87",Low
4800,186,74,98,69,100,38,Male,105,Bottoms,M,0,2023-07-20,Defective,M,Returned,C02,Average Build,B01,"XS: 0.90, S: 0.85",High
4801,164,89,83,82,88,36,Female,191,Dresses,M,1,2023-07-25,Defective,XL,Returned,C04,Tall and Athletic,B04,"XS: 0.90, S: 0.85",Medium
4802,153,57,109,72,87,44,Male,147,Dresses,L,0,2023-07-20,Defective,XL,Kept,C04,Petite,B02,"S: 0.92, M: 0.87",High
4803,189,59,81,76,93,44,Male,105,Dresses,L,1,2023-07-30,Changed Mind,L,Returned,C01,Average Build,B03,"XS: 0.90, S: 0.85",High
4804,165,81,104,92,90,31,Male,105,Tops,XL,1,2023-07-15,Defective,N/A,Kept,C01,Athletic Build,B02,"S: 0.92, M: 0.87",Medium
4805,177,66,90,89,96,46,Male,148,Bottoms,XS,1,2023-07-20,Changed Mind,N/A,Returned,C01,Petite,B04,"M: 0.95, L: 0.80",High
4806,165,87,103,85,85,39,Female,173,Dresses,M,0,2023-08-01,Changed Mind,XL,Returned,C03,Petite,B01,"M: 0.95, L: 0.80",High
4807,153,64,91,67,98,28,Male,147,Bottoms,XS,0,2023-07-30,Incorrect Size,N/A,Kept,C02,Petite,B02,"S: 0.92, M: 0.87",Low
4808,175,64,92,80,108,42,Male,162,Bottoms,XL,0,N/A,Changed Mind,S,Kept,C04,Average Build,B04,"M: 0.95, L: 0.80",High
4809,177,89,95,74,94,23,Female,127,Tops,S,0,2023-07-25,Defective,L,Kept,C03,Average Build,B04,"M: 0.95, L: 0.80",Low
4810,181,69,95,87,102,47,Male,104,Bottoms,S,1,N/A,N/A,L,Kept,C04,Athletic Build,B04,"S: 0.92, M: 0.87",Medium
4811,151,64,98,81,97,37,Male,149,Dresses,XS,1,2023-07-25,Defective,N/A,Kept,C02,Petite,B02,"XS: 0.90, S: 0.85",Low
4812,180,84,102,74,93,35,Female,188,Dresses,L,0,2023-07-15,Incorrect Size,N/A,Kept,C01,Tall and Athletic,B04,"S: 0.92, M: 0.87",Medium
4813,152,55,99,67,111,48,Female,191,Bottoms,M,1,2023-07-20,Incorrect Size,L,Returned,C03,Petite,B01,"S: 0.92, M: 0.87",Medium
4814,157,79,100,89,107,40,Male,165,Bottoms,XS,0,N/A,Changed Mind,XL,Returned,C04,Athletic Build,B03,"M: 0.95, L: 0.80",High
4815,173,57,99,66,103,43,Female,196,Bottoms,L,0,N/A,Incorrect Size,XL,Kept,C03,Petite,B04,"L: 0.93, XL: 0.86",Low
4816,164,80,88,91,88,29,Male,180,Bottoms,XL,1,2023-07-20,Incorrect Size,XL,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Low
4817,180,81,95,78,87,45,Male,187,Dresses,L,0,2023-07-20,Changed Mind,S,Returned,C03,Average Build,B03,"S: 0.92, M: 0.87",Medium
4818,158,64,106,73,90,41,Female,192,Dresses,XL,1,2023-07-30,Changed Mind,XL,Returned,C04,Tall and Athletic,B04,"XS: 0.90, S: 0.85",Medium
4819,188,67,86,91,93,31,Male,161,Tops,XS,0,2023-07-25,Incorrect Size,XL,Returned,C01,Tall and Athletic,B02,"M: 0.95, L: 0.80",Medium
4820,151,62,92,81,94,49,Female,120,Bottoms,S,0,2023-08-01,Defective,N/A,Kept,C04,Tall and Athletic,B03,"L: 0.93, XL: 0.86",High
4821,157,73,83,68,93,47,Female,181,Dresses,M,0,2023-08-01,Defective,M,Kept,C03,Petite,B02,"L: 0.93, XL: 0.86",Medium
4822,156,89,92,92,101,30,Female,108,Bottoms,XS,0,2023-07-30,Changed Mind,XL,Returned,C04,Average Build,B02,"S: 0.92, M: 0.87",Medium
4823,188,63,87,90,94,24,Male,182,Dresses,S,0,N/A,Incorrect Size,XL,Kept,C02,Average Build,B04,"XS: 0.90, S: 0.85",Low
4824,165,77,81,93,90,39,Male,113,Tops,XL,0,2023-07-20,Incorrect Size,M,Kept,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",High
4825,184,60,86,86,100,30,Female,173,Dresses,M,1,2023-07-15,Defective,XL,Returned,C01,Average Build,B01,"S: 0.92, M: 0.87",Low
4826,179,55,90,79,101,35,Female,137,Dresses,L,1,N/A,Changed Mind,M,Kept,C03,Tall and Athletic,B02,"XS: 0.90, S: 0.85",Low
4827,159,74,96,77,95,34,Female,194,Tops,XS,0,N/A,Incorrect Size,M,Returned,C04,Tall and Athletic,B02,"XS: 0.90, S: 0.85",High
4828,187,50,103,87,104,25,Female,143,Bottoms,L,1,2023-08-01,Incorrect Size,XL,Kept,C03,Petite,B02,"XS: 0.90, S: 0.85",High
4829,167,74,108,83,91,32,Male,192,Dresses,M,0,2023-07-25,N/A,S,Kept,C03,Athletic Build,B01,"L: 0.93, XL: 0.86",Medium
4830,154,51,93,73,88,35,Male,156,Tops,XS,0,2023-07-30,N/A,XL,Kept,C04,Average Build,B02,"M: 0.95, L: 0.80",Low
4831,178,81,107,68,109,46,Female,150,Tops,XS,0,2023-08-01,Changed Mind,S,Kept,C03,Tall and Athletic,B03,"L: 0.93, XL: 0.86",High
4832,188,62,109,85,114,22,Male,182,Tops,L,1,2023-07-25,N/A,XL,Kept,C02,Average Build,B03,"M: 0.95, L: 0.80",Medium
4833,183,82,92,72,94,37,Female,120,Dresses,L,1,N/A,N/A,S,Kept,C04,Athletic Build,B03,"L: 0.93, XL: 0.86",Low
4834,172,81,94,92,105,20,Female,148,Bottoms,S,0,2023-07-20,Incorrect Size,XL,Returned,C01,Average Build,B02,"XS: 0.90, S: 0.85",Low
4835,154,73,101,79,98,44,Male,119,Dresses,L,0,2023-07-15,Incorrect Size,L,Kept,C02,Average Build,B04,"S: 0.92, M: 0.87",Low
4836,179,76,107,78,109,36,Female,169,Dresses,XL,1,2023-07-25,Changed Mind,L,Returned,C03,Tall and Athletic,B02,"M: 0.95, L: 0.80",Medium
4837,155,53,100,67,101,46,Female,198,Dresses,S,1,2023-08-01,Changed Mind,M,Kept,C01,Petite,B03,"S: 0.92, M: 0.87",Medium
4838,153,73,104,88,113,39,Male,117,Tops,L,1,N/A,Changed Mind,N/A,Kept,C04,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Low
4839,178,72,88,94,112,25,Female,128,Bottoms,XS,1,2023-08-01,Incorrect Size,L,Kept,C02,Petite,B03,"L: 0.93, XL: 0.86",Low
4840,172,78,82,94,98,28,Female,136,Dresses,L,0,2023-08-01,Incorrect Size,L,Returned,C03,Average Build,B01,"M: 0.95, L: 0.80",High
4841,155,83,104,91,104,23,Male,138,Bottoms,M,1,2023-07-30,N/A,XL,Kept,C04,Athletic Build,B02,"S: 0.92, M: 0.87",High
4842,181,70,92,81,107,26,Male,194,Dresses,S,1,2023-07-25,Defective,N/A,Returned,C04,Average Build,B03,"XS: 0.90, S: 0.85",Medium
4843,167,79,92,72,97,42,Male,182,Bottoms,XS,0,N/A,Incorrect Size,XL,Kept,C04,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
4844,164,75,88,78,86,48,Male,170,Tops,L,0,2023-07-30,Changed Mind,XL,Returned,C04,Athletic Build,B02,"XS: 0.90, S: 0.85",High
4845,189,69,97,77,93,49,Male,126,Bottoms,M,1,2023-07-30,Changed Mind,M,Kept,C02,Average Build,B02,"L: 0.93, XL: 0.86",Low
4846,181,65,84,79,87,41,Female,179,Tops,S,0,2023-07-15,Incorrect Size,XL,Returned,C03,Average Build,B02,"L: 0.93, XL: 0.86",High
4847,158,52,90,75,88,44,Female,101,Tops,S,0,2023-07-20,Defective,XL,Returned,C01,Petite,B04,"L: 0.93, XL: 0.86",Low
4848,186,86,81,91,96,30,Male,181,Bottoms,S,0,2023-07-15,Defective,M,Returned,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",Low
4849,159,89,96,79,114,45,Male,195,Dresses,XS,1,2023-07-30,Changed Mind,XL,Returned,C02,Petite,B04,"M: 0.95, L: 0.80",High
4850,169,74,102,76,99,42,Male,102,Dresses,L,0,2023-07-25,Changed Mind,N/A,Kept,C03,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Medium
4851,155,72,99,90,104,22,Male,136,Dresses,XS,0,2023-08-01,Changed Mind,M,Returned,C01,Athletic Build,B04,"M: 0.95, L: 0.80",Low
4852,152,50,100,88,92,35,Male,156,Dresses,XL,0,2023-07-20,Defective,L,Returned,C02,Average Build,B01,"M: 0.95, L: 0.80",Low
4853,160,82,83,86,102,25,Female,135,Bottoms,L,0,2023-07-30,Changed Mind,XL,Returned,C04,Average Build,B03,"XS: 0.90, S: 0.85",High
4854,166,64,101,85,89,26,Male,127,Dresses,XL,1,2023-07-20,Changed Mind,N/A,Returned,C02,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Medium
4855,181,66,106,73,86,31,Male,167,Dresses,L,1,2023-07-25,N/A,S,Returned,C02,Athletic Build,B02,"M: 0.95, L: 0.80",High
4856,153,83,97,86,112,26,Female,156,Tops,S,1,N/A,Incorrect Size,M,Kept,C02,Athletic Build,B04,"XS: 0.90, S: 0.85",Medium
4857,153,66,103,79,106,48,Male,146,Bottoms,XS,1,N/A,Changed Mind,M,Returned,C02,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
4858,166,53,99,65,93,41,Female,120,Tops,XL,1,2023-07-30,N/A,XL,Kept,C01,Average Build,B01,"L: 0.93, XL: 0.86",Low
4859,168,62,87,76,112,38,Male,108,Tops,S,1,2023-07-30,N/A,XL,Returned,C04,Petite,B03,"XS: 0.90, S: 0.85",High
4860,154,53,98,70,109,41,Female,193,Dresses,S,0,2023-07-15,Defective,M,Kept,C04,Athletic Build,B03,"M: 0.95, L: 0.80",High
4861,181,56,91,65,98,35,Male,172,Dresses,XL,1,2023-07-30,Defective,XL,Returned,C02,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
4862,171,58,107,86,85,37,Male,191,Bottoms,L,1,N/A,N/A,XL,Returned,C03,Athletic Build,B03,"XS: 0.90, S: 0.85",Medium
4863,155,72,90,83,104,29,Female,126,Tops,XL,0,N/A,Changed Mind,N/A,Kept,C02,Tall and Athletic,B01,"S: 0.92, M: 0.87",High
4864,184,82,95,86,88,48,Female,174,Dresses,XS,1,2023-07-15,Changed Mind,N/A,Kept,C02,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Low
4865,171,82,84,77,101,20,Male,162,Tops,M,0,2023-08-01,Defective,N/A,Kept,C03,Petite,B02,"S: 0.92, M: 0.87",Medium
4866,150,69,107,70,94,27,Female,194,Dresses,L,0,2023-07-25,Defective,L,Kept,C01,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
4867,169,53,82,81,86,22,Male,133,Dresses,S,1,2023-07-20,Defective,M,Kept,C04,Tall and Athletic,B02,"L: 0.93, XL: 0.86",Medium
4868,171,50,91,77,90,49,Female,161,Dresses,XL,1,N/A,N/A,M,Kept,C02,Average Build,B04,"S: 0.92, M: 0.87",Medium
4869,160,83,94,73,110,35,Female,120,Dresses,M,0,2023-07-20,N/A,XL,Returned,C04,Tall and Athletic,B04,"M: 0.95, L: 0.80",Low
4870,162,76,95,72,103,43,Male,168,Bottoms,XL,0,2023-07-30,Incorrect Size,XL,Kept,C01,Athletic Build,B01,"M: 0.95, L: 0.80",Medium
4871,152,70,92,79,93,22,Male,187,Tops,M,0,2023-07-30,Changed Mind,M,Returned,C03,Petite,B03,"XS: 0.90, S: 0.85",Low
4872,158,73,86,82,103,21,Female,129,Tops,L,0,2023-08-01,Defective,XL,Kept,C04,Petite,B01,"XS: 0.90, S: 0.85",Low
4873,161,64,94,66,103,31,Male,146,Bottoms,XL,0,2023-07-25,N/A,N/A,Returned,C01,Average Build,B01,"M: 0.95, L: 0.80",Low
4874,172,84,82,85,93,27,Female,196,Bottoms,XL,0,2023-08-01,Defective,S,Returned,C03,Petite,B02,"M: 0.95, L: 0.80",High
4875,163,74,91,90,87,38,Male,137,Bottoms,M,0,2023-07-20,Incorrect Size,L,Kept,C04,Average Build,B02,"S: 0.92, M: 0.87",High
4876,182,58,87,66,90,43,Male,190,Dresses,XS,1,N/A,Changed Mind,N/A,Returned,C04,Average Build,B04,"S: 0.92, M: 0.87",Medium
4877,167,66,104,75,90,37,Female,153,Dresses,S,0,2023-07-15,Changed Mind,N/A,Returned,C01,Petite,B04,"S: 0.92, M: 0.87",Low
4878,158,70,108,65,101,39,Male,105,Tops,M,1,N/A,Incorrect Size,XL,Kept,C01,Tall and Athletic,B03,"M: 0.95, L: 0.80",Low
4879,172,62,91,82,97,44,Female,188,Bottoms,XL,1,2023-07-20,Changed Mind,L,Returned,C02,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
4880,159,52,97,85,97,34,Female,166,Tops,M,1,2023-07-20,Changed Mind,S,Returned,C04,Petite,B01,"S: 0.92, M: 0.87",High
4881,168,53,82,91,91,36,Male,115,Bottoms,M,0,N/A,Incorrect Size,S,Returned,C03,Petite,B04,"S: 0.92, M: 0.87",Low
4882,154,53,91,90,93,37,Male,146,Tops,XL,1,N/A,Incorrect Size,XL,Returned,C03,Petite,B02,"S: 0.92, M: 0.87",High
4883,172,77,108,94,109,37,Female,157,Bottoms,XL,0,2023-07-25,Incorrect Size,L,Returned,C02,Average Build,B02,"L: 0.93, XL: 0.86",High
4884,179,56,102,71,109,28,Female,108,Bottoms,XS,0,2023-07-30,Defective,N/A,Kept,C01,Average Build,B04,"M: 0.95, L: 0.80",Low
4885,174,75,100,85,102,45,Female,137,Dresses,XS,1,2023-08-01,Changed Mind,N/A,Kept,C01,Petite,B03,"S: 0.92, M: 0.87",High
4886,177,60,105,81,85,24,Female,157,Tops,XS,0,2023-07-25,Incorrect Size,M,Kept,C01,Petite,B04,"XS: 0.90, S: 0.85",High
4887,183,73,102,80,106,30,Female,114,Dresses,XL,1,N/A,N/A,N/A,Returned,C01,Average Build,B04,"S: 0.92, M: 0.87",Medium
4888,174,59,81,71,106,48,Male,105,Dresses,L,0,N/A,Defective,S,Returned,C01,Petite,B01,"L: 0.93, XL: 0.86",High
4889,159,86,93,86,104,23,Female,173,Tops,XS,1,2023-07-15,Defective,S,Kept,C03,Petite,B03,"M: 0.95, L: 0.80",Medium
4890,163,62,93,71,97,45,Female,186,Dresses,S,1,2023-07-30,Changed Mind,L,Kept,C04,Average Build,B04,"XS: 0.90, S: 0.85",Low
4891,179,88,83,66,92,29,Female,143,Bottoms,L,1,2023-08-01,Changed Mind,N/A,Kept,C01,Athletic Build,B01,"L: 0.93, XL: 0.86",Medium
4892,174,68,96,69,105,23,Female,149,Bottoms,XS,0,2023-08-01,Incorrect Size,N/A,Kept,C04,Petite,B04,"XS: 0.90, S: 0.85",Medium
4893,163,68,94,78,107,42,Female,144,Bottoms,S,0,2023-07-15,Incorrect Size,N/A,Returned,C02,Average Build,B04,"XS: 0.90, S: 0.85",High
4894,184,61,95,72,93,22,Female,156,Bottoms,XL,0,2023-07-30,Defective,S,Returned,C04,Tall and Athletic,B01,"XS: 0.90, S: 0.85",High
4895,183,71,84,93,113,44,Female,148,Dresses,S,0,2023-07-30,N/A,S,Kept,C02,Tall and Athletic,B03,"M: 0.95, L: 0.80",Medium
4896,159,86,103,76,85,35,Female,130,Tops,XS,1,2023-07-20,Defective,XL,Kept,C01,Athletic Build,B01,"M: 0.95, L: 0.80",Medium
4897,184,79,96,71,93,40,Female,133,Dresses,M,1,2023-07-30,Incorrect Size,M,Kept,C01,Athletic Build,B04,"S: 0.92, M: 0.87",Medium
4898,160,61,102,70,113,30,Female,137,Tops,M,1,2023-08-01,Incorrect Size,N/A,Kept,C02,Average Build,B02,"XS: 0.90, S: 0.85",High
4899,160,78,86,77,113,28,Male,150,Tops,S,1,N/A,Changed Mind,XL,Kept,C03,Athletic Build,B03,"M: 0.95, L: 0.80",Low
4900,170,70,102,86,104,20,Male,107,Dresses,XL,1,2023-07-30,N/A,L,Returned,C02,Petite,B02,"XS: 0.90, S: 0.85",High
4901,170,60,94,76,107,29,Male,167,Dresses,L,0,2023-07-25,N/A,N/A,Kept,C02,Tall and Athletic,B03,"XS: 0.90, S: 0.85",Medium
4902,171,86,96,81,95,31,Female,143,Bottoms,M,0,2023-07-20,Changed Mind,N/A,Kept,C04,Petite,B04,"L: 0.93, XL: 0.86",High
4903,156,67,91,80,104,49,Female,140,Tops,L,0,2023-07-15,N/A,XL,Returned,C04,Petite,B02,"XS: 0.90, S: 0.85",Low
4904,166,76,90,65,88,43,Female,132,Tops,XL,1,2023-08-01,Incorrect Size,M,Returned,C03,Petite,B02,"XS: 0.90, S: 0.85",Low
4905,151,86,98,71,113,21,Female,155,Tops,M,0,2023-07-30,N/A,L,Kept,C01,Average Build,B04,"L: 0.93, XL: 0.86",Medium
4906,161,61,90,67,100,34,Female,183,Bottoms,XL,1,2023-07-15,N/A,L,Returned,C02,Tall and Athletic,B01,"M: 0.95, L: 0.80",Medium
4907,167,72,81,70,98,49,Male,195,Tops,XS,1,N/A,Incorrect Size,L,Kept,C03,Tall and Athletic,B04,"M: 0.95, L: 0.80",High
4908,160,83,94,92,104,43,Female,194,Tops,L,1,2023-07-15,Changed Mind,S,Returned,C04,Petite,B04,"L: 0.93, XL: 0.86",High
4909,165,87,84,85,106,39,Female,189,Bottoms,XS,1,2023-07-30,Defective,M,Returned,C02,Petite,B03,"S: 0.92, M: 0.87",High
4910,167,72,97,67,105,35,Female,177,Dresses,XL,0,2023-07-15,Changed Mind,N/A,Returned,C03,Average Build,B04,"XS: 0.90, S: 0.85",High
4911,184,74,108,86,102,21,Female,176,Bottoms,XL,1,N/A,N/A,M,Returned,C02,Tall and Athletic,B04,"S: 0.92, M: 0.87",High
4912,175,53,109,67,109,32,Female,109,Bottoms,S,0,2023-07-30,N/A,M,Kept,C04,Tall and Athletic,B01,"M: 0.95, L: 0.80",High
4913,165,79,100,72,111,37,Female,109,Dresses,S,0,2023-07-15,Incorrect Size,M,Returned,C02,Average Build,B01,"XS: 0.90, S: 0.85",High
4914,155,79,100,78,106,48,Male,164,Tops,M,1,2023-07-15,Incorrect Size,M,Returned,C01,Petite,B03,"L: 0.93, XL: 0.86",Medium
4915,161,62,95,87,110,41,Female,145,Dresses,XS,1,N/A,N/A,M,Kept,C04,Tall and Athletic,B04,"S: 0.92, M: 0.87",Low
4916,162,63,83,73,106,38,Male,191,Tops,XS,0,2023-07-25,Incorrect Size,S,Returned,C02,Petite,B04,"M: 0.95, L: 0.80",Medium
4917,153,57,106,69,93,30,Female,161,Bottoms,XL,1,2023-07-25,N/A,XL,Returned,C01,Athletic Build,B03,"M: 0.95, L: 0.80",Medium
4918,188,73,102,92,85,33,Female,195,Tops,S,1,2023-07-20,Incorrect Size,M,Kept,C04,Athletic Build,B03,"S: 0.92, M: 0.87",Medium
4919,151,67,89,79,107,49,Female,170,Bottoms,L,1,N/A,Defective,N/A,Returned,C04,Petite,B02,"S: 0.92, M: 0.87",Low
4920,175,84,101,81,87,45,Male,193,Tops,XL,0,2023-07-25,Changed Mind,M,Kept,C02,Tall and Athletic,B02,"S: 0.92, M: 0.87",Low
4921,176,74,81,91,104,22,Female,194,Bottoms,XS,0,2023-07-15,Incorrect Size,L,Kept,C03,Tall and Athletic,B01,"L: 0.93, XL: 0.86",Low
4922,176,66,94,74,85,28,Male,138,Tops,XS,1,N/A,Changed Mind,L,Kept,C04,Athletic Build,B03,"S: 0.92, M: 0.87",Low
4923,164,81,83,91,87,24,Female,175,Tops,XL,0,2023-07-15,Changed Mind,L,Returned,C01,Tall and Athletic,B01,"M: 0.95, L: 0.80",High
4924,157,73,108,72,98,33,Female,146,Tops,XL,0,2023-07-15,Defective,L,Kept,C01,Tall and Athletic,B04,"XS: 0.90, S: 0.85",Low
4925,156,56,95,82,114,26,Female,170,Dresses,XL,0,2023-07-20,Incorrect Size,M,Returned,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",Medium
4926,189,62,109,70,98,31,Female,164,Bottoms,XS,1,2023-08-01,Incorrect Size,L,Kept,C04,Tall and Athletic,B04,"L: 0.93, XL: 0.86",Medium
4927,161,76,106,81,107,40,Male,195,Bottoms,L,0,2023-07-20,Incorrect Size,S,Kept,C01,Petite,B04,"S: 0.92, M: 0.87",Low
4928,162,54,86,86,114,37,Female,135,Bottoms,XS,0,2023-07-30,Changed Mind,M,Kept,C03,Tall and Athletic,B01,"XS: 0.90, S: 0.85",Low
4929,166,85,104,68,106,30,Male,112,Dresses,XL,0,2023-08-01,Changed Mind,XL,Kept,C02,Average Build,B04,"M: 0.95, L: 0.80",Low
4930,166,75,104,85,97,46,Male,148,Dresses,S,0,N/A,Changed Mind,L,Kept,C01,Average Build,B03,"S: 0.92, M: 0.87",Low
4931,185,80,91,79,85,43,Female,163,Dresses,L,0,2023-07-25,Changed Mind,M,Kept,C04,Average Build,B04,"S: 0.92, M: 0.87",Low
4932,170,59,82,74,99,28,Male,145,Dresses,M,0,2023-07-20,Defective,S,Returned,C03,Athletic Build,B04,"XS: 0.90, S: 0.85",Low
4933,157,75,96,87,109,30,Male,106,Tops,XS,1,N/A,Defective,N/A,Returned,C02,Tall and Athletic,B04,"L: 0.93, XL: 0.86",High
4934,154,71,88,77,104,37,Female,145,Bottoms,L,0,2023-07-20,N/A,M,Returned,C02,Average Build,B04,"M: 0.95, L: 0.80",High
4935,175,61,87,86,91,21,Male,190,Tops,L,0,2023-07-25,Incorrect Size,XL,Returned,C01,Athletic Build,B01,"XS: 0.90, S: 0.85",Low
4936,165,81,102,65,100,39,Male,132,Dresses,XL,1,2023-07-20,Changed Mind,N/A,Returned,C02,Athletic Build,B02,"XS: 0.90, S: 0.85",Low
4937,185,76,85,89,104,32,Female,168,Dresses,L,0,2023-07-30,N/A,L,Returned,C04,Petite,B04,"L: 0.93, XL: 0.86",Medium
4938,177,82,109,86,107,34,Female,103,Tops,XS,1,N/A,Defective,M,Returned,C03,Athletic Build,B04,"S: 0.92, M: 0.87",High
4939,178,69,94,86,105,27,Male,102,Bottoms,S,1,2023-08-01,N/A,L,Kept,C01,Athletic Build,B03,"L: 0.93, XL: 0.86",Low
4940,161,88,89,73,85,24,Male,120,Dresses,L,0,2023-08-01,N/A,N/A,Kept,C01,Athletic Build,B04,"L: 0.93, XL: 0.86",Medium
4941,186,89,102,92,99,24,Male,183,Tops,XS,1,N/A,Changed Mind,S,Returned,C04,Tall and Athletic,B03,"L: 0.93, XL: 0.86",Medium
4942,179,62,106,90,104,26,Male,139,Tops,XL,1,2023-07-15,Incorrect Size,XL,Kept,C01,Petite,B02,"XS: 0.90, S: 0.85",Low
4943,172,63,104,69,99,31,Male,112,Tops,L,0,2023-08-01,Incorrect Size,M,Kept,C03,Athletic Build,B04,"M: 0.95, L: 0.80",Medium
4944,165,89,85,75,103,39,Female,161,Tops,M,0,2023-08-01,Defective,N/A,Returned,C01,Average Build,B03,"XS: 0.90, S: 0.85",Medium
4945,163,71,94,86,90,31,Male,136,Bottoms,M,0,2023-07-30,N/A,N/A,Kept,C02,Average Build,B03,"L: 0.93, XL: 0.86",High
4946,159,67,109,86,90,28,Male,192,Bottoms,S,1,2023-07-20,Defective,M,Kept,C02,Average Build,B02,"L: 0.93, XL: 0.86",Low
